name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;1036;0;919;3125;1590;3125;1450;0
header;273;164;273;198;1897;198;1897;164
A;1074;226;1074;255;1095;255;1095;226
A;1068;472;1068;472;1070;472;1070;472
A;1415;649;1415;665;1425;665;1425;649
B;1069;902;1069;931;1090;931;1090;902
B;1037;1287;1037;1306;1052;1306;1052;1287
C;1066;1572;1066;1600;1086;1600;1086;1572
B;1349;2109;1349;2127;1359;2127;1359;2109
A;1424;2148;1424;2173;1438;2173;1438;2148
D;1065;2241;1065;2269;1086;2269;1086;2241
A;1039;2579;1039;2591;1046;2591;1046;2579
B;1201;2883;1201;2899;1223;2899;1223;2883
B;1425;2901;1425;2915;1433;2915;1433;2901
A;1080;2940;1080;2943;1085;2943;1085;2940
A;1377;2955;1377;2956;1380;2956;1380;2955
