name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;878;0;925;3139;1772;3139;1487;0
header;112;203;112;235;1745;235;1745;203
A;898;109;898;112;902;112;902;109
A;922;267;922;294;944;294;944;267
A;1230;854;1230;855;1230;855;1230;854
B;928;945;928;973;948;973;948;945
A;1094;1442;1094;1442;1094;1442;1094;1442
C;933;1662;933;1691;953;1691;953;1662
A;1441;1875;1441;1890;1449;1890;1449;1875
B;1187;1924;1187;1940;1196;1940;1196;1924
B;1085;2249;1085;2265;1094;2265;1094;2249
D;940;2335;940;2362;960;2362;960;2335
D;1105;2338;1105;2355;1114;2355;1114;2338
B;910;2341;910;2357;919;2357;919;2341
B;1033;2930;1033;2946;1054;2946;1054;2930
A;1024;3035;1024;3038;1026;3038;1026;3035
